baths,beds,city,area,lotSize,price,sqFt,stories,yearBuilt,zipcode
1,3,Gulfport,Crestview,,69000,960,1,1960,39503
2,3,Gulfport,Country Hills,,127000,1250,,1996,39503
2,4,Gulfport,Colonial Estates,10890,159900,1568,1,1979,39503
2,3,Gulfport,Metes And Bounds,,105000,1250,1,1995,39503
2,3,Gulfport,Metes And Bounds,,229000,2036,1,1999,39503
2,3,Gulfport,Fairfield,,142000,1084,1,2003,39503
2,3,Gulfport,Hidden Oaks,,130000,1208,1.5,2005,39503
2,3,Gulfport,Belvedere Place,,160000,1710,1,2014,39503
2,3,Gulfport,Hatten Farms,,207560,1925,1,2019,39503
2,3,Gulfport,Belvedere Place,6969,190000,1665,,2014,39503
2,3,Gulfport,Hatten Farms,,199160,1740,1,2020,39503
2.5,3,Gulfport,Turtle Creek,,158900,1679,2,2019,39503
2.5,3,Gulfport,Roxbury Place,,258500,2084,1,2000,39503
2,3,Gulfport,Roxbury Place,15245,204900,1893,1,2003,39503
2,3,Gulfport,Northwood Hills,,184900,1559,,1971,39503
2,3,Gulfport,Windsong,5227,160000,1309,2,1989,39503
2,3,Gulfport,Northwood Hills,9583,146000,1318,1,1993,39503
1.5,3,Gulfport,Kerns,,68000,1227,1,1970,39503
2,4,Gulfport,Hatten Farms,,238955,2314,1,2020,39503
2,3,Gulfport,Turtle Creek,8276,160000,1598,1,2014,39503
2,3,Gulfport,Biloxi River Ests.,,49900,1048,1,2004,39503
2,3,Gulfport,Belvedere Place,,140000,1400,1,2010,39503
2,2,Gulfport,Windsong,,127000,1096,1,1990,39503
4,3,Gulfport,Country Hills,,154500,1310,1,2001,39503
2,3,Gulfport,Briarwood,,133000,1333,1,1979,39503
2,3,Gulfport,Northwood Hills,,179000,1588,1,1997,39503
2,3,Gulfport,Savannah Place,41817,214900,2200,1,1997,39503
1.5,4,Gulfport,Norwood,9147,77000,1455,1,1969,39503
2,3,Gulfport,Hidden Oaks,,129900,1118,1,2007,39503
2,3,Gulfport,Huntington,,199900,1628,1,1999,39503
2,4,Gulfport,Northwood Hills,,143900,1580,,1976,39503
2,3,Gulfport,Hunters Chase,,182500,1948,1,2013,39503
2,3,Gulfport,Northwood Hills,,125000,1410,1,2000,39503
1.5,3,Gulfport,Olivet,,94500,1035,1,1970,39503
2,3,Gulfport,Hidden Oaks,,139900,1263,1,2006,39503
2,3,Gulfport,Crestview,,118000,1480,1,1994,39503
2.5,4,Gulfport,Northwood Hills,9583,175800,2344,2,1997,39503
2,3,Gulfport,Northwood Hills,,154900,2076,1,1971,39503
2,3,Gulfport,Hunters Chase,,201800,1503,1,2020,39503
2,3,Gulfport,Metes And Bounds,,180000,1742,1,2000,39503
2,3,Gulfport,Janelle Lynn,,70000,1764,1,1972,39503
3,4,Gulfport,Northwood Hills,16552,210000,2100,1.5,2003,39503
2,3,Gulfport,Cypress Pond,8276,175900,1570,1,2001,39503
2,3,Gulfport,Northwood Hills,10454,150000,1248,1,1992,39503
2,2,Gulfport,Hidden Oaks,,99900,961,1,2008,39503
2,3,Gulfport,Windsong,,117000,1350,2,1990,39503
1,3,Gulfport,Bel-Aire,,110000,1277,1,1968,39503
2,3,Gulfport,Windsong,4791,60000,1212,1,2006,39503
2,3,Gulfport,Northwood Hills,,139900,1473,1,1990,39503
2,4,Gulfport,Oakleigh Manor,8276,165000,2010,1,1980,39503
2,3,Gulfport,Duckworth Pond,,175000,1658,1,2016,39503
2,3,Gulfport,Harmony,,175000,1584,1,2006,39503
3,3,Gulfport,Tara Hills,13503,239000,1576,1,2001,39503
2,3,Gulfport,Bel-Aire,,112900,1340,1,1969,39503
2,3,Gulfport,Country Hills,,132000,1184,1,2006,39503
2,3,Gulfport,Briarwood,10454,159900,1701,1,1982,39503
2,3,Gulfport,Norwood,,123900,1461,1,1977,39503
2,4,Gulfport,Wildwood,,97500,1390,1,1974,39503
2,2,Gulfport,Hidden Oaks,5662,115000,967,1,2006,39503
,,Gulfport,Tracewood,,152900,2088,,2008,39503
2,3,Gulfport,Northwood Hills,10454,149900,1677,1,1969,39503
2,3,Gulfport,Wingate,,119000,1570,1,1979,39503
1.5,3,Gulfport,Kerns,,95000,1170,,1968,39503
2,3,Gulfport,Bel-Aire,,120000,1118,1,1963,39503
1,3,Gulfport,Metes And Bounds,43560,119000,1354,1,1970,39503
2,3,Gulfport,Tara Hills,,169900,1954,1,1999,39503
2,4,Gulfport,Fairfield,7405,149900,1464,2,2002,39503
2,4,Gulfport,Harmony,,169500,1815,,2007,39503
3,5,Gulfport,Oak Forest Estates,56628,279900,3981,2,2002,39503
2,3,Gulfport,Belvedere Place,,170000,1364,1,2009,39503
2,3,Gulfport,Belvedere Place,,152880,1491,1,2019,39503
2,3,Gulfport,Hatten Farms,15245,239000,1820,1,2018,39503
2,3,Gulfport,Duckworth Pond,,169900,1593,1,2015,39503
2,3,Gulfport,Turtle Creek,,149500,1338,1,2014,39503
2,3,Gulfport,Wingate,,129000,1308,1,1983,39503
2,3,Gulfport,Windsong,,134900,1300,1.5,1993,39503
2,3,Gulfport,Belvedere Place,,134900,1246,1,2009,39503
2,3,Gulfport,Metes And Bounds,18295,199000,2129,,,39503
1,2,Gulfport,Crestview,,74000,750,,1960,39503
2.5,3,Gulfport,Metes And Bounds,431244,360000,3304,1,1978,39503
2,3,Gulfport,Fox Run,10890,138000,1201,1,1987,39503
2,3,Gulfport,Harmony,,114900,1298,1,2006,39503
2,3,Gulfport,Oakberry Gardens,,169900,1565,1,2007,39503
2,3,Gulfport,Northwood Hills,20908,175000,1578,1,2001,39503
4.5,4,Gulfport,Metes And Bounds,296208,550000,4039,,2006,39503
2,3,Gulfport,Windsong,,114900,1200,1.5,1990,39503
2,3,Gulfport,Wingate,9147,149900,1235,,1984,39503
2,3,Gulfport,Wingate,,129900,1483,1,1978,39503
,,Gulfport,Meadows Of Glfpt,,94500,2054,,2007,39503
1.5,3,Gulfport,Bel-Aire,,73000,1014,1,1972,39503
2,3,Gulfport,Hidden Oaks,,141000,1320,1,2007,39503
2,3,Gulfport,Turtle Creek,,146900,1312,1,2018,39503
2,3,Gulfport,Wind Rose,15681,235000,2040,1,2005,39503
2,4,Gulfport,Sweetwater Trails,20473,177500,1751,1,1998,39503
2,3,Gulfport,Northwood Hills,,148900,2292,1,1966,39503
2,3,Gulfport,Five Oaks,,119000,1233,1,1997,39503
2,3,Gulfport,The Huntington,,184900,1590,1,2004,39503
2,4,Gulfport,Northwood Hills,,128500,1730,1,1966,39503
1,3,Gulfport,Norwood,,75000,1075,1,1974,39503
1.5,3,Gulfport,Wildwood,13939,30000,1092,1,1983,39503
2,3,Gulfport,Bel-Aire,,107900,1330,1,1968,39503
2,3,Gulfport,Wingate,,96000,1324,1,1975,39503
2,3,Gulfport,Bel-Aire,8712,79000,1144,,1974,39503
2,4,Gulfport,Norwood,,119900,1643,1,1978,39503
2.5,5,Gulfport,Northwood Hills,130680,269000,2900,,1970,39503
1.5,3,Gulfport,Oakleigh Manor,,99900,1250,1,1968,39503
2,3,Gulfport,Mays Place Estates,,163500,1468,,2007,39503
2,3,Gulfport,Briarwood Estates,,179000,1750,1,1976,39503
2,3,Gulfport,Belvedere Place,,157000,1645,1,2009,39503
2,3,Gulfport,Turtle Creek,,153900,1387,1,2019,39503
2,3,Gulfport,Turtle Creek,,157900,1387,1,2019,39503
2,3,Gulfport,Turtle Creek,,179900,1600,1,2014,39503
2.5,4,Gulfport,Florence Gardens,,457000,2580,2,2017,39503
2,3,Gulfport,Westwood Hills,10454,127000,1294,1,1995,39503
2,4,Gulfport,Westwood Hills,,155000,1598,1,1993,39503
2,3,Gulfport,Meadowbrook,24393,169900,1530,1,2011,39503
2,4,Gulfport,Meadowbrook,,195000,2169,,2014,39503
3,5,Gulfport,Quail Ridge,131115,350000,2397,1,1984,39503
3,3,Gulfport,Quail Ridge,133293,229000,1980,1,1985,39503
2.5,3,Gulfport,Chasewood,,339999,2807,1,2013,39503
2,3,Gulfport,Pecan Haven,17859,125000,1459,1,2010,39503
2,4,Gulfport,Camelot Estates,,269900,2477,1,2008,39503
2,3,Gulfport,Wind Rose,,197500,1680,1,2010,39503
2.5,4,Gulfport,Wind Rose,,164900,1785,2,2010,39503
2,4,Gulfport,Wind Rose,,169900,1890,1,2009,39503
2,4,Gulfport,Cypress Pond,7840,164500,1898,1,2006,39503
2,3,Gulfport,Northwood Hills,13068,159900,1438,1,2005,39503
2,3,Gulfport,Northwood Hills,,164900,1485,1,2005,39503
2,3,Gulfport,Biloxi River Ests.,10890,74900,1100,,2011,39503
2,3,Gulfport,Biloxi River Est,,84900,1181,2,1988,39503
2,2,Gulfport,Hidden Oaks,6098,129900,1021,,2009,39503
2,2,Gulfport,Hidden Oaks,,105000,935,1,2009,39503
2,3,Gulfport,Woodland Heights,10890,139500,2034,1,1972,39503
2,3,Gulfport,Woodland Heights,,141000,1224,1,1979,39503
4,6,Gulfport,Tracewood,,159000,2088,,2009,39503
3.5,4,Gulfport,Oak Forest Estates,,399900,4019,,1997,39503
2.5,4,Gulfport,Florence Gardens,,262000,1867,2,2014,39503
3.5,4,Gulfport,Florence Gardens,,324999,2494,,2010,39503
2,3,Gulfport,Florence Gardens,,299900,1617,1,2009,39503
3.5,5,Gulfport,Florence Gardens,11325,394900,2900,,2009,39503
2,3,Gulfport,Fairfield,,135000,1190,,2010,39503
2,4,Gulfport,Alta Vida,43560,150000,1345,1,2017,39503
2,3,Gulfport,Belvedere Place,10890,205900,1710,1,2018,39503
2,4,Gulfport,Brookfield,,219900,1930,1,2018,39503
3,5,Gulfport,Grand Oaks Estates,26571,313125,3275,2,2020,39503
2,3,Gulfport,Hidden Oaks,,195000,1475,1,2019,39503
2,3,Gulfport,Hidden Oaks,6534,139900,1243,1,2020,39503
2,3,Gulfport,Metes And Bounds,,209000,2171,1,1989,39503
2,3,Gulfport,Mays Place Estates,11325,175000,1461,1,2019,39503
2,3,Gulfport,Hidden Oaks,11325,169900,1305,1,2021,39503
2,3,Gulfport,Hidden Oaks,10890,164900,1485,1,2019,39503
3,5,Gulfport,Metes And Bounds,32670,296000,2541,1.5,1987,39503
2,3,Gulfport,Windsong,,120000,1265,,2017,39503
2,4,Gulfport,Alta Vida,11761,137900,1345,1,2017,39503
2,4,Gulfport,Metes And Bounds,217800,300000,3680,2,1978,39503
2,3,Gulfport,Fairfield,,146900,1420,1,2020,39503
2,3,Gulfport,Fairfield,10018,183900,1420,1,2020,39503
2,3,Gulfport,Belvedere Place,,170335,1685,1,2019,39503
2,3,Gulfport,Belvedere Place,,170420,1710,1,2019,39503
2,3,Gulfport,Belvedere Place,,167845,1642,1,2019,39503
2,3,Gulfport,Belvedere Place,,162900,1685,1,2019,39503
2,4,Gulfport,Savoy Place,11761,233545,1885,1,2021,39503
2,3,Gulfport,Savoy Place,12632,221149,1936,1,2021,39503
2,4,Gulfport,Savoy Place,12632,251860,2314,1,2021,39503
2,3,Gulfport,Belvedere Place,7405,201635,1642,1,2020,39503
2,3,Gulfport,Belvedere Place,7405,202759,1710,1,2021,39503
2,3,Gulfport,Belvedere Place,7405,190715,1642,1,2021,39503
2,3,Gulfport,Belvedere Place,8276,181755,1624,1,2020,39503
2,3,Gulfport,Belvedere Place,7405,201175,1685,1,2021,39503
2.5,4,Gulfport,Grand Oaks Estates,34412,323085,2265,1,2021,39503
2,3,Gulfport,Hatten Farms,13068,200135,1740,1,2020,39503
2.5,4,Gulfport,Oak Landing,11325,409900,2346,2,2021,39503
2,4,Gulfport,Hunters Chase,,180800,1635,1,2019,39503
2,3,Gulfport,Turtle Creek,,155900,1387,1,2019,39503
3,4,Gulfport,North Swan Estates - N. Gulfport,,264900,2508,1,2021,39503
3,5,Gulfport,Grand Oaks Estates,98445,310990,3275,2,2020,39503
1,3,Gulfport,Crestview,7840,42500,1162,1,1960,39503
2,3,Gulfport,Grand Oaks Estates,19602,247605,1820,1,2020,39503
2.5,4,Gulfport,Florence Gardens,,397540,2543,2,2020,39503
2,4,Gulfport,Turtle Creek,,150100,1312,1,2019,39503
2.5,4,Gulfport,Oak Landing,10018,369905,2215,,2020,39503
2,4,Gulfport,Grand Oaks Estates,16552,283675,2314,1,2021,39503
2,3,Gulfport,Brookfield,,222000,1705,1,2019,39503
2,4,Gulfport,Grand Oaks Estates,14810,303470,2314,1,2021,39503
2,4,Gulfport,Grand Oaks Estates,24393,286715,2636,1,2020,39503
2,3,Gulfport,Savoy Place,12196,198320,1710,1,2020,39503
2,4,Gulfport,North Swan Estates - N. Gulfport,,240350,1930,1,2020,39503
3,4,Gulfport,Florence Gardens,,369000,2323,1,2021,39503
3,5,Gulfport,Grand Oaks Estates,26136,336280,3275,2,2021,39503
2,4,Gulfport,Grand Oaks Estates,15681,304350,2636,1,2021,39503
2,3,Gulfport,Hunters Chase,,186000,1434,,2020,39503
2,3,Gulfport,Savoy Place,11761,209480,1936,1,2020,39503
2,4,Gulfport,Hatten Farms,,225260,2204,1,2020,39503
3,5,Gulfport,Grand Oaks Estates,39639,328100,2631,2,2021,39503
2,3,Gulfport,Hatten Farms,11761,196000,1740,1,2020,39503
2,4,Gulfport,Grand Oaks Estates,14810,281660,2204,1,2021,39503
2,3,Gulfport,Hunters Chase,,202700,1425,1,2020,39503
2,3,Gulfport,Hatten Farms,10454,203915,1740,1,2020,39503
3,5,Gulfport,Grand Oaks Estates,30927,311610,3275,2,2020,39503
2,4,Gulfport,Turtle Creek,,147900,1312,1,2019,39503
2,4,Gulfport,Grand Oaks Estates,25264,307325,2314,1,2021,39503
2,3,Gulfport,Grand Oaks Estates,28749,265970,1820,1,2021,39503
2,4,Gulfport,Grand Oaks Estates,15245,294885,2636,1,2021,39503
4,6,Gulfport,Meadows Of Glfpt,,98900,2257,,2009,39503
,,Gulfport,Meadows Of Glfpt,,105000,2016,,2011,39503
2,3,Gulfport,Hunters Chase,7840,226695,1624,1,2022,39503
2,3,Gulfport,Hunters Chase,7405,232660,1710,1,2022,39503
2,3,Gulfport,Southern Breeze,10018,252570,1848,1,2023,39503
3,4,Gulfport,North Swan Estates - N. Gulfport,10890,319225,2265,1,2023,39503
3,4,Gulfport,North Swan Estates - N. Gulfport,10890,349456,2814,1,2023,39503
3,5,Gulfport,Florence Gardens,11761,457990,3492,2,2023,39503
1.5,3,Gulfport,Biloxi River Ests.,5662,157990,1000,2,2023,39503
2,3,Gulfport,Forest Ridge,5662,308990,1659,1,2023,39503
1.5,3,Gulfport,Biloxi River Ests.,4791,161990,1000,2,2024,39503
3,4,Gulfport,Plantation Oaks,18295,317240,2200,1,2024,39503
2.5,3,Gulfport,Gulfport,875556,249900,1553,2,2024,39503
2,4,Gulfport,Gulfport,18295,327190,2314,1,2024,39503
2,3,Gulfport,Gulfport,14810,293285,1925,1,2024,39503
2,3,Gulfport,High Point,14810,265060,1925,1,2024,39503
2,3,Gulfport,High Point,9147,245285,1642,1,2024,39503
2,3,Gulfport,High Point,11325,268420,1925,1,2024,39503
2,4,Gulfport,High Point,10890,264165,1885,1,2024,39503
2,3,Gulfport,Gulfport,13068,251740,1710,1,2024,39503
2.5,3,Gulfport,Gulfport,8712,224900,1537,2,2024,39503
2.5,3,Gulfport,Gulfport,8712,214900,1537,2,2024,39503
2,3,Gulfport,High Point,9147,270400,1925,1,2024,39503
2.5,3,Gulfport,Gulfport,1306,227900,1553,2,2024,39503
2,4,Gulfport,High Point,17424,308470,2314,1,2024,39503
2,4,Gulfport,Gulfport,14374,349850,2641,1,2024,39503
2,4,Gulfport,Gulfport,29185,318635,2204,1,2024,39503
1,,Gulfport,,17569,150000,1248,,1976,39503
,,Gulfport,,7622,64368,980,,1972,39503
,,Gulfport,,39415,6250,,,,39503
,,Gulfport,Metes And Bounds,261360,71500,,,,39503
,,Gulfport,Retreat Village,,27500,,,,39503
,,Gulfport,Metes And Bounds,331056,52000,,,,39503
,,Gulfport,Metes And Bounds,91476,21500,,,,39503
,,Gulfport,Olivet,11761,4900,,,,39503
,,Gulfport,Florence Gardens,3928023000,85000,,,,39503
,,Gulfport,Chasewood,32234,29500,,,,39503
,,Gulfport,Biloxi River Est,,35000,,,,39503
,,Gulfport,Chasewood,31798,29500,,,,39503
,,Gulfport,Rolling Acres,47916,9840,,,,39503
,,Gulfport,Hunters Chase,7840,24500,,,,39503
,,Gulfport,Florence Gardens,,47900,,,,39503
,,,,11674080,,,,,39503
,,Gulfport,Plantation Oaks,,39900,,,,39503
4.5,5,Gulfport,Landon Lakes,89297,307000,3200,2,2000,39503
2,3,Gulfport,Metes And Bounds,43560,189900,1303,1,2006,39503
2,4,Gulfport,Metes And Bounds,74052,180000,2128,1,2006,39503
3,4,Gulfport,Metes And Bounds,,139900,2055,1,1978,39501
2,3,Gulfport,Magnolia Springs,,202000,1948,1,2015,39503
2.5,5,Gulfport,Cypress Pointe,9147,255000,2805,2,2001,39503
2,3,Gulfport,Metes And Bounds,43560,210000,1496,1,1972,39503
2.5,3,Gulfport,Cypress Pointe,,209990,2055,2,2004,39503
1.5,3,Gulfport,Central Beach,5662,60000,1448,1,1968,39501
2,4,Gulfport,Gulfport,,,,1,1971,39501
3,3,Gulfport,Glenn Terrace,16988,220000,2540,1,1960,39501
2.5,2,Gulfport,Metes And Bounds,71438,189000,1812,1,2005,39503
2,4,Gulfport,Magnolia Springs,,199900,1948,1,2015,39503
2,3,Gulfport,Magnolia Springs,7840,205000,1461,1,2015,39503
2.5,4,Gulfport,Magnolia Springs,9399,320000,2308,1,2014,39503
3.5,4,Gulfport,Magnolia Springs,11325,395000,3277,2,2014,39503
2,3,Gulfport,Magnolia Springs,7405,240000,1711,1,2015,39503
2,3,Gulfport,Magnolia Springs,,195000,1461,,2015,39503
2,3,Gulfport,Magnolia Springs,,169900,1463,1,2013,39503
3.5,5,Gulfport,Magnolia Springs,,274900,2448,,2015,39503
3,4,Gulfport,Magnolia Springs,12632,264000,2853,1,2013,39503
2,3,Gulfport,Magnolia Springs,7405,259900,1947,1,2014,39503
2,3,Gulfport,Magnolia Springs,10890,295000,2336,1,2013,39503
2,3,Gulfport,Magnolia Springs,7148,255000,1942,1,2013,39503
2,3,Gulfport,Magnolia Springs,9147,260000,1870,1,2014,39503
2,5,Gulfport,Magnolia Springs,,249500,1948,1,2014,39503
2.5,3,Gulfport,Pine Grove Addition,9147,155000,1621,1,1965,39501
2.5,3,Gulfport,Metes And Bounds,7840,44500,1720,1,1968,39501
3,3,Gulfport,Glenn Terrace,10454,75000,2600,1,1960,39501
1,3,Gulfport,Omas Pine Grove,,69000,888,1,1964,39501
2,3,Gulfport,Glenn Terrace,7840,109900,1120,1,2000,39501
2,3,Gulfport,Glenn Terrace,10454,110000,1100,1,2001,39501
2,3,Gulfport,Metes And Bounds,130680,275000,1868,1,2000,39503
2,3,Gulfport,Dolans Race Track,68824,145000,1881,1,1968,39503
3.5,5,Gulfport,Magnolia Springs,10890,379900,3431,2,2013,39503
2.5,4,Gulfport,Magnolia Springs,9583,280000,2355,1,2016,39503
3.5,4,Gulfport,Magnolia Springs,,247500,2495,,2017,39503
3,5,Gulfport,Magnolia Springs,9583,255000,2496,1,2017,39503
3.5,4,Gulfport,Magnolia Springs,,265000,2527,1,2016,39503
3,4,Gulfport,Magnolia Springs,14374,265000,2849,1,2016,39503
3,4,Gulfport,Magnolia Springs,12632,289900,2460,1,2016,39503
3,4,Gulfport,Magnolia Springs,,264900,2848,1,2016,39503
3.5,4,Gulfport,Magnolia Springs,12196,395000,3616,2,2015,39503
2.5,4,Gulfport,Magnolia Springs,11761,304900,2368,1,2017,39503
3.5,4,Gulfport,Magnolia Springs,,245000,2495,1,2017,39503
3,4,Gulfport,Magnolia Springs,,310000,2876,1,2015,39503
3,4,Gulfport,Magnolia Springs,,285000,2460,1,2017,39503
2,2,Gulfport,Landon Lakes,69696,114000,1341,2,1996,39503
2,3,Gulfport,Landon Lakes,58806,200000,1590,1,2008,39503
3,4,Gulfport,Metes And Bounds,,476000,2800,1,2015,39503
2,3,Gulfport,Metes And Bounds,39204,138000,1240,,1985,39503
2,3,Gulfport,Metes And Bounds,104544,232900,1776,1.5,1958,39503
2,3,Gulfport,Metes And Bounds,43560,192000,2600,1,1968,39503
3,5,Gulfport,Metes And Bounds,,319900,2500,1,2020,39503
2,4,Gulfport,Magnolia Springs,8276,272900,1952,1,2017,39503
2,3,Gulfport,Magnolia Springs,8276,250000,1709,1,2017,39503
2,4,Gulfport,Magnolia Springs,8276,209900,1948,1,2017,39503
2,4,Gulfport,Magnolia Springs,7840,260000,1856,1,2018,39503
2,4,Gulfport,Magnolia Springs,7405,274900,1856,1,2018,39503
2,4,Gulfport,Magnolia Springs,,225000,1856,1,2018,39503
2,4,Gulfport,Magnolia Springs,7405,220000,1856,1,2018,39503
2,4,Gulfport,Magnolia Springs,,222980,1948,1,2017,39503
2,4,Gulfport,Magnolia Springs,,215000,1856,1,2017,39503
3,4,Gulfport,Magnolia Springs,21780,255000,1856,1,2019,39503
2,4,Gulfport,Magnolia Springs,8712,262900,1921,1,2016,39503
2,4,Gulfport,Magnolia Springs,3490027200,265000,1835,1,2016,39503
2,3,Gulfport,Magnolia Springs,8276,245000,1706,1,2016,39503
2.5,4,Gulfport,Magnolia Springs,8276,294000,2256,2,2017,39503
2,4,Gulfport,Magnolia Springs,9147,255000,1852,1,2017,39503
2,3,Gulfport,Magnolia Springs,,193000,1706,1,2017,39503
2,4,Gulfport,Magnolia Springs,7840,275000,1956,1,2018,39503
3,5,Gulfport,Metes And Bounds,348480,375000,1750,1,1972,39503
2,3,Gulfport,Metes And Bounds,196020,479000,3068,1,2020,39503
2,4,Gulfport,Magnolia Springs,12632,302900,2289,1,2023,39503
2,4,Gulfport,Magnolia Springs,10018,274900,1791,1,2023,39503
2,3,Gulfport,Metes And Bounds,73180,259900,2510,1,1986,39503
2,3,Gulfport,Metes And Bounds,219106,299900,2364,2,1978,39503
2,2,Gulfport,Metes And Bounds,65775,150000,1140,1,2018,39503
2.5,4,Gulfport,Magnolia Springs,21780,305000,2306,1,2019,39503
2,4,Gulfport,Magnolia Springs,,226900,2091,1,2019,39503
2.5,4,Gulfport,Magnolia Springs,11325,310000,2306,1,2019,39503
2.5,5,Gulfport,Magnolia Springs,,320000,2596,2,2018,39503
2,4,Gulfport,Magnolia Springs,16988,311500,2091,1,2019,39503
2.5,4,Gulfport,Magnolia Springs,13503,275000,2338,2,2019,39503
2.5,4,Gulfport,Magnolia Springs,,265000,2306,1,2019,39503
2,4,Gulfport,Magnolia Springs,,222000,2135,1,2019,39503
2.5,4,Gulfport,Magnolia Springs,,225500,2306,1,2019,39503
2,4,Gulfport,Magnolia Springs,12196,285000,2091,1,2019,39503
2,4,Gulfport,Magnolia Springs,10890,255000,1961,1,2019,39503
2.5,4,Gulfport,Magnolia Springs,,225900,2256,2,2019,39503
2,4,Gulfport,Magnolia Springs,8712,245900,1791,1,2021,39503
2,3,Gulfport,Magnolia Springs,,206000,1650,1,2021,39503
2,4,Gulfport,Magnolia Springs,,213900,1791,1,2021,39503
2,3,Gulfport,Magnolia Springs,7405,240000,1650,1,2021,39503
2,3,Gulfport,Magnolia Springs,,206900,1774,1,2021,39503
2,4,Gulfport,Magnolia Springs,7405,245000,1791,1,2020,39503
2,3,Gulfport,Magnolia Springs,7405,250000,1650,1,2021,39503
2,4,Gulfport,Magnolia Springs,7405,239900,1787,1,2020,39503
2,4,Gulfport,Magnolia Springs,7405,249900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,197900,1791,,2020,39503
2,4,Gulfport,Magnolia Springs,,198900,1787,1,2020,39503
2,3,Gulfport,Magnolia Springs,,196900,1650,1,2020,39503
2,4,Gulfport,Magnolia Springs,,199425,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,8712,252500,1787,1,2020,39503
2,4,Gulfport,Magnolia Springs,,204900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,194425,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,195900,1787,1,2020,39503
2,4,Gulfport,Magnolia Springs,,192900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,198738,1787,1,2020,39503
2,4,Gulfport,Magnolia Springs,,204900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,196900,1791,,2020,39503
2,3,Gulfport,Magnolia Springs,9147,234900,1650,1,2020,39503
2,4,Gulfport,Magnolia Springs,8712,261000,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,226000,1791,1,2021,39503
2,4,Gulfport,Magnolia Springs,,202900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,206900,1791,1,2021,39503
2,4,Gulfport,Magnolia Springs,11325,245900,1787,1,2021,39503
2,4,Gulfport,Magnolia Springs,11325,242900,1787,1,2021,39503
2,4,Gulfport,Magnolia Springs,,187900,1791,,2020,39503
2,3,Gulfport,Magnolia Springs,7840,245000,1650,1,2020,39503
2,4,Gulfport,Magnolia Springs,7405,255000,1824,1,2020,39503
2,4,Gulfport,Magnolia Springs,7840,187900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,190425,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,7840,267000,1787,1,2020,39503
2,4,Gulfport,Magnolia Springs,,196900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,10890,245900,1791,1,2021,39503
2,3,Gulfport,Magnolia Springs,,197900,1650,1,2020,39503
2,4,Gulfport,Magnolia Springs,,235000,1791,1,2020,39503
2,3,Gulfport,Magnolia Springs,8276,250000,1650,1,2020,39503
2,3,Gulfport,Magnolia Springs,,177900,1393,1,2020,39503
2,3,Gulfport,Magnolia Springs,7405,234500,1650,1,2020,39503
2,4,Gulfport,Magnolia Springs,,188425,1791,1,2020,39503
2,3,Gulfport,Magnolia Springs,7405,215000,1393,1,2020,39503
2,3,Gulfport,Magnolia Springs,,182900,1650,1,2020,39503
2,3,Gulfport,Magnolia Springs,21780,229900,1650,1,2020,39503
2,4,Gulfport,Magnolia Springs,,187900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,,188900,1791,1,2020,39503
2,4,Gulfport,Magnolia Springs,10890,281900,2289,1,2021,39503
2,4,Gulfport,Magnolia Springs,,240900,2289,1,2021,39503
2,4,Gulfport,Magnolia Springs,11761,286000,2054,1,2021,39503
2,4,Gulfport,Magnolia Springs,,238425,2289,1,2020,39503
2,4,Gulfport,Magnolia Springs,14374,285000,2054,1,2020,39503
2,4,Gulfport,Magnolia Springs,10890,294900,2289,1,2020,39503
2,4,Gulfport,Magnolia Springs,,229900,2289,1,2020,39503
2,4,Gulfport,Magnolia Springs,,221425,2054,,2020,39503
2,4,Gulfport,Magnolia Springs,,238900,2289,1,2020,39503
2,5,Gulfport,Magnolia Springs,,252900,2697,2,2020,39501
2,4,Gulfport,Magnolia Springs,,236900,2054,1,2021,39503
2,4,Gulfport,Magnolia Springs,,234900,2289,1,2020,39503
2.5,4,Gulfport,Magnolia Springs,,267900,2697,2,2021,39503
2,4,Gulfport,Magnolia Springs,,264900,2054,1,2021,39503
2,4,Gulfport,Magnolia Springs,,245900,2289,1,2021,39503
2,4,Gulfport,Magnolia Springs,,236900,2054,,2021,39503
2.5,5,Gulfport,Magnolia Springs,9583,315900,2697,2,2022,39503
